"Actinobacteria <phylum>"	2479952
"Aquificae <phylum>"	1774
"Armatimonadetes"	801
"Bacteroidetes"	880077
"Chlamydiae"	338
"Lentisphaerae"	53
"Verrucomicrobia"	293295
"Chloroflexi"	547171
"Chrysiogenetes <phylum>"	703
"Cyanobacteria"	1066638
"Deferribacteres <phylum>"	860
"Deinococcus-Thermus"	10739
"Acidobacteria"	657031
"Fibrobacteres"	478
"Marinimicrobia"	3065
"Firmicutes"	641841
"Fusobacteria"	1570
"Gemmatimonadetes"	78432
"Nitrospinae"	144
"Nitrospirae"	17632
"Planctomycetes"	43824
"Proteobacteria"	5930417
"Spirochaetes"	443075
"Synergistetes"	1025
"Tenericutes"	487
"Thermodesulfobacteria <phylum>"	1643
"Thermotogae <phylum>"	529
"Acetothermia"	229
"Aerophobetes"	326
"Aminicenantes"	1736
"Atribacteria"	943
"Calescamantes"	768
"candidate division BRC1"	1570
"candidate division EM 3"	8
"candidate division SR1"	49
"candidate division WWE3"	83
"candidate division ZIXI"	1526
"Candidatus Saccharibacteria"	113
"Cloacimonetes"	1039
"Fervidibacteria"	398
"Haloplasmatales"	5
"Hydrogenedentes"	437
"Latescibacteria"	626
"Microgenomates"	200
"Omnitrophica"	973
"Parcubacteria"	179
"Poribacteria"	3324
"unclassified Bacteria (miscellaneous)"	16420
"Crenarchaeota"	61224
"environmental samples <Archaea>"	2114
"Euryarchaeota"	20707
"Nanoarchaeota"	23
"Thaumarchaeota"	87
"Not assigned"	17019836
