"Actinobacteria <phylum>"	2704150
"Aquificae <phylum>"	1934
"Armatimonadetes"	873
"Bacteroidetes"	959639
"Chlamydiae"	368
"Lentisphaerae"	57
"Verrucomicrobia"	320128
"Chloroflexi"	596637
"Chrysiogenetes <phylum>"	766
"Cyanobacteria"	1163066
"Deferribacteres <phylum>"	937
"Deinococcus-Thermus"	11709
"Acidobacteria"	717086
"Fibrobacteres"	521
"Marinimicrobia"	3345
"Firmicutes"	699866
"Fusobacteria"	1711
"Gemmatimonadetes"	85522
"Nitrospinae"	157
"Nitrospirae"	19226
"Planctomycetes"	47785
"Proteobacteria"	6466551
"Spirochaetes"	483130
"Synergistetes"	1117
"Tenericutes"	531
"Thermodesulfobacteria <phylum>"	1791
"Thermotogae <phylum>"	576
"Acetothermia"	259
"Aerophobetes"	369
"Aminicenantes"	1969
"Atribacteria"	1069
"Calescamantes"	871
"Candidatus Saccharibacteria"	128
"Cloacimonetes"	1178
"Fervidibacteria"	451
"Hydrogenedentes"	495
"Latescibacteria"	710
"Microgenomates"	226
"Omnitrophica"	1103
"Parcubacteria"	203
"Poribacteria"	3770
"Crenarchaeota"	64761
"Euryarchaeota"	21903
"Nanoarchaeota"	24
"Thaumarchaeota"	92
