"SEED;Carbohydrates;Organic acids;"	 7692
"SEED;Carbohydrates;Monosaccharides;"	 164118
"SEED;Carbohydrates;Sugar alcohols;"	 262771
"SEED;Carbohydrates;Di- and oligosaccharides;"	 1
"SEED;Carbohydrates;Central carbohydrate metabolism;"	 54240
"SEED;Carbohydrates;One-carbon Metabolism;"	 75894
"SEED;Carbohydrates;CO2 fixation;"	 21176
"SEED;Carbohydrates;Fermentation;"	 24287
"SEED;Respiration;Electron donating reactions;"	 47053
"SEED;Respiration;Reductive_Dechlorination;"	 63237
"SEED;Respiration;Electron accepting reactions;"	 1416
"SEED;Nucleosides and Nucleotides;Purines;"	 38203
"SEED;Nucleosides and Nucleotides;Pyrimidines;"	 1
"SEED;Stress Response;Oxidative stress;"	 25238
"SEED;Stress Response;Osmotic stress;"	 6384
"SEED;Stress Response;Universal_stress_protein_family;"	 3834
"SEED;Stress Response;Acid stress;"	 108
"SEED;Protein Metabolism;Protein degradation;"	 2616
"SEED;Protein Metabolism;Protein biosynthesis;"	 376605
"SEED;Protein Metabolism;Protein processing and modification;"	 200
"SEED;Protein Metabolism;Secretion;"	 2540
"SEED;Regulation and Cell signaling;cAMP_signaling_in_bacteria;"	 953
"SEED;Regulation and Cell signaling;Quorum sensing and biofilm formation;"	 8071
"SEED;Regulation and Cell signaling;Regulation of virulence;"	 5177
"SEED;Cell Wall and Capsule;Capsular and extracellular polysacchrides;"	 125318
"SEED;Cell Wall and Capsule;Gram-Positive cell wall components;"	 19606
"SEED;Cell Wall and Capsule;UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis;"	 801
"SEED;Cell Wall and Capsule;Cell wall of Mycobacteria;"	 15378
"SEED;Cell Wall and Capsule;Peptidoglycan_Biosynthesis;"	 17859
"SEED;Photosynthesis;Light-harvesting complexes;"	 8113
"SEED;RNA Metabolism;RNA processing and modification;"	 14670
"SEED;RNA Metabolism;Transcription;"	 33027
"SEED;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;"	 118154
"SEED;Metabolism of Aromatic Compounds;Aromatic_Amin_Catabolism;"	 37538
"SEED;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;"	 11872
"SEED;Clustering-based subsystems;NusA-TFII_Cluster;"	 4208
"SEED;Clustering-based subsystems;proteosome related;"	 2616
"SEED;Clustering-based subsystems;Bacterial_Cell_Division;"	 9319
"SEED;Clustering-based subsystems;LMPTP_YfkJ_cluster;"	 38
"SEED;Clustering-based subsystems;Putative_hemin_transporter;"	 953
"SEED;Clustering-based subsystems;Lysine, threonine, methionine, and cysteine.1;"	 148
"SEED;Phosphorus Metabolism;Alkylphosphonate_utilization;"	 548
"SEED;Phages, Prophages, Transposable elements;Bacteriophage structural proteins;"	 19300
"SEED;Secondary Metabolism;Biosynthesis of phenylpropanoids;"	 125478
"SEED;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;"	 17207
"SEED;Secondary Metabolism;Plant Hormones;"	 37599
"SEED;Dormancy and Sporulation;Spore_germination;"	 286
"SEED;Amino Acids and Derivatives;Aromatic amino acids and derivatives;"	 1297
"SEED;Amino Acids and Derivatives;Branched-chain amino acids;"	 92499
"SEED;Amino Acids and Derivatives;Alanine, serine, and glycine;"	 38681
"SEED;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;"	 173641
"SEED;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;"	 100515
"SEED;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;"	 7103
