"SEED;Carbohydrates;Organic acids;"	 7562
"SEED;Carbohydrates;Monosaccharides;"	 132217
"SEED;Carbohydrates;Sugar alcohols;"	 265363
"SEED;Carbohydrates;Di- and oligosaccharides;"	 3
"SEED;Carbohydrates;Central carbohydrate metabolism;"	 54194
"SEED;Carbohydrates;One-carbon Metabolism;"	 76596
"SEED;Carbohydrates;CO2 fixation;"	 21180
"SEED;Carbohydrates;Fermentation;"	 24167
"SEED;Respiration;Electron donating reactions;"	 47368
"SEED;Respiration;Reductive_Dechlorination;"	 64220
"SEED;Respiration;Electron accepting reactions;"	 1392
"SEED;Nucleosides and Nucleotides;Purines;"	 38889
"SEED;Stress Response;Oxidative stress;"	 25782
"SEED;Stress Response;Osmotic stress;"	 7165
"SEED;Stress Response;Universal_stress_protein_family;"	 4079
"SEED;Stress Response;Acid stress;"	 112
"SEED;Protein Metabolism;Protein degradation;"	 2686
"SEED;Protein Metabolism;Protein biosynthesis;"	 379093
"SEED;Protein Metabolism;Protein processing and modification;"	 188
"SEED;Protein Metabolism;Secretion;"	 2446
"SEED;Regulation and Cell signaling;cAMP_signaling_in_bacteria;"	 992
"SEED;Regulation and Cell signaling;Quorum sensing and biofilm formation;"	 8247
"SEED;Regulation and Cell signaling;Regulation of virulence;"	 5091
"SEED;Cell Wall and Capsule;Capsular and extracellular polysacchrides;"	 94917
"SEED;Cell Wall and Capsule;Gram-Positive cell wall components;"	 19469
"SEED;Cell Wall and Capsule;UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis;"	 823
"SEED;Cell Wall and Capsule;Cell wall of Mycobacteria;"	 15517
"SEED;Cell Wall and Capsule;Peptidoglycan_Biosynthesis;"	 17894
"SEED;Photosynthesis;Light-harvesting complexes;"	 8239
"SEED;RNA Metabolism;RNA processing and modification;"	 14741
"SEED;RNA Metabolism;Transcription;"	 33755
"SEED;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;"	 119218
"SEED;Metabolism of Aromatic Compounds;Aromatic_Amin_Catabolism;"	 37723
"SEED;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;"	 11962
"SEED;Clustering-based subsystems;NusA-TFII_Cluster;"	 3709
"SEED;Clustering-based subsystems;proteosome related;"	 2686
"SEED;Clustering-based subsystems;Bacterial_Cell_Division;"	 9333
"SEED;Clustering-based subsystems;LMPTP_YfkJ_cluster;"	 35
"SEED;Clustering-based subsystems;Putative_hemin_transporter;"	 992
"SEED;Clustering-based subsystems;Lysine, threonine, methionine, and cysteine.1;"	 162
"SEED;Phosphorus Metabolism;Alkylphosphonate_utilization;"	 635
"SEED;Phages, Prophages, Transposable elements;Bacteriophage structural proteins;"	 19338
"SEED;Secondary Metabolism;Biosynthesis of phenylpropanoids;"	 126171
"SEED;Secondary Metabolism;Bacterial cytostatics, differentiation factors and antibiotics;"	 17490
"SEED;Secondary Metabolism;Plant Hormones;"	 37771
"SEED;Dormancy and Sporulation;Spore_germination;"	 307
"SEED;Amino Acids and Derivatives;Aromatic amino acids and derivatives;"	 1238
"SEED;Amino Acids and Derivatives;Branched-chain amino acids;"	 93050
"SEED;Amino Acids and Derivatives;Alanine, serine, and glycine;"	 38911
"SEED;Amino Acids and Derivatives;Lysine, threonine, methionine, and cysteine;"	 175346
"SEED;Amino Acids and Derivatives;Arginine; urea cycle, polyamines;"	 100729
"SEED;Amino Acids and Derivatives;Glutamine, glutamate, aspartate, asparagine; ammonia assimilation;"	 7116
"SEED;Amino Acids and Derivatives;Proline and 4-hydroxyproline;"	 10481
"SEED;Iron acquisition and metabolism;Campylobacter_Iron_Metabolism;"	 3457
"SEED;Iron acquisition and metabolism;Hemin_transport_system;"	 1342
"SEED;Iron acquisition and metabolism;Heme,_hemin_uptake_and_utilization_systems_in_GramPositives;"	 41931
"SEED;Phages, Prophages, Transposable elements, Plasmids;Pathogenicity islands;"	 212262
"SEED;Phages, Prophages, Transposable elements, Plasmids;Transposable elements;"	 4094
"SEED;Cell Division and Cell Cycle;Macromolecular_synthesis_operon;"	 5
"SEED;Cell Division and Cell Cycle;Bacterial_Cytoskeleton;"	 9333
"SEED;Cell Division and Cell Cycle;Heterocyst_formation_in_cyanobacteria;"	 1830
"SEED;Membrane Transport;Transport_of_Nickel_and_Cobalt;"	 3757
"SEED;Membrane Transport;ECF_class_transporters;"	 1309
"SEED;Membrane Transport;Protein and nucleoprotein secretion system, Type IV;"	 349359
"SEED;Membrane Transport;Protein secretion system, Type VIII (Extracellular nucleation/precipitation pathway, ENP);"	 14091
"SEED;Membrane Transport;Ton_and_Tol_transport_systems;"	 25649
"SEED;Nitrogen Metabolism;Ammonia_assimilation;"	 49137
"SEED;Nitrogen Metabolism;Nitrosative_stress;"	 11014
"SEED;Nitrogen Metabolism;Denitrification;"	 9
"SEED;Sulfur Metabolism;Sulfate_reduction-associated_complexes;"	 2907
"SEED;DNA Metabolism;DNA repair;"	 5853
"SEED;DNA Metabolism;DNA replication;"	 4002
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Tetrapyrroles;"	 26466
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Quinone cofactors;"	 2127
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Folate and pterines;"	 168792
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Lipoic acid;"	 1802
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Riboflavin, FMN, FAD;"	 13059
"SEED;Cofactors, Vitamins, Prosthetic Groups, Pigments;Biotin;"	 73897
"SEED;Fatty Acids, Lipids, and Isoprenoids;Polyhydroxybutyrate_metabolism;"	 73897
"SEED;Fatty Acids, Lipids, and Isoprenoids;Isoprenoids;"	 5968
"SEED;Fatty Acids, Lipids, and Isoprenoids;Fatty acids;"	 89512
"SEED;Fatty Acids, Lipids, and Isoprenoids;Phospholipids;"	 37151
"SEED;Virulence, Disease and Defense;Resistance to antibiotics and toxic compounds;"	 25903
"SEED;Virulence, Disease and Defense;Adhesion;"	 552811
"SEED;Virulence, Disease and Defense;Streptococcus_pyogenes_Virulome;"	 22
"SEED;Virulence, Disease and Defense;Detection;"	 564
"SEED;Motility and Chemotaxis;Flagellar motility in Prokaryota;"	 9879
"SEED;Motility and Chemotaxis;Social motility and nonflagellar swimming in bacteria;"	 437
"SEED;Motility and Chemotaxis;Bacterial_Chemotaxis;"	 6194
"SEED;Virulence;Type III, Type IV, Type VI, ESAT secretion systems;"	 86310
