GO:0008152	metabolic process	biological_process	312247
GO:0055114	oxidation-reduction process	biological_process	311005
GO:0006355	regulation of transcription	 DNA-dependent	biological_process	109930
GO:0005975	carbohydrate metabolic process	biological_process	100104
GO:0006810	transport	biological_process	65546
GO:0006412	translation	biological_process	52048
GO:0009058	biosynthetic process	biological_process	50581
GO:0006508	proteolysis	biological_process	50456
GO:0006281	DNA repair	biological_process	30577
GO:0006418	tRNA aminoacylation for protein translation	biological_process	29444
GO:0000160	two-component signal transduction system (phosphorelay)	biological_process	27324
GO:0055085	transmembrane transport	biological_process	21802
GO:0006096	glycolysis	biological_process	20743
GO:0006265	DNA topological change	biological_process	20707
GO:0006520	cellular amino acid metabolic process	biological_process	20636
GO:0006260	DNA replication	biological_process	20217
GO:0006351	transcription	 DNA-dependent	biological_process	16441
GO:0006807	nitrogen compound metabolic process	biological_process	15552
GO:0006352	transcription initiation	 DNA-dependent	biological_process	14742
GO:0006310	DNA recombination	biological_process	14544
GO:0007165	signal transduction	biological_process	13750
GO:0006457	protein folding	biological_process	13649
GO:0016310	phosphorylation	biological_process	12379
GO:0008652	cellular amino acid biosynthetic process	biological_process	12190
GO:0008033	tRNA processing	biological_process	12159
GO:0009231	riboflavin biosynthetic process	biological_process	9838
GO:0006094	gluconeogenesis	biological_process	9818
GO:0006313	transposition	 DNA-mediated	biological_process	9551
GO:0000105	histidine biosynthetic process	biological_process	9015
GO:0006164	purine nucleotide biosynthetic process	biological_process	8658
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process	8419
GO:0009306	protein secretion	biological_process	8041
GO:0009228	thiamine biosynthetic process	biological_process	7946
GO:0006298	mismatch repair	biological_process	7813
GO:0015074	DNA integration	biological_process	7589
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	biological_process	7560
GO:0015031	protein transport	biological_process	7538
GO:0043039	tRNA aminoacylation	biological_process	7427
GO:0009987	cellular process	biological_process	7328
GO:0033014	tetrapyrrole biosynthetic process	biological_process	7084
GO:0009236	cobalamin biosynthetic process	biological_process	7036
GO:0045454	cell redox homeostasis	biological_process	6946
GO:0006814	sodium ion transport	biological_process	6851
GO:0009396	folic acid-containing compound biosynthetic process	biological_process	6805
GO:0006396	RNA processing	biological_process	6694
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	biological_process	6682
GO:0042773	ATP synthesis coupled electron transport	biological_process	6544
GO:0006259	DNA metabolic process	biological_process	6422
GO:0006099	tricarboxylic acid cycle	biological_process	6275
GO:0007059	chromosome segregation	biological_process	6211
GO:0007049	cell cycle	biological_process	6144
GO:0006468	protein phosphorylation	biological_process	6140
GO:0044237	cellular metabolic process	biological_process	6039
GO:0017038	protein import	biological_process	5748
GO:0008616	queuosine biosynthetic process	biological_process	5745
GO:0042558	pteridine-containing compound metabolic process	biological_process	5688
GO:0009252	peptidoglycan biosynthetic process	biological_process	5491
