11108 CP001710-_Euryarchaeota_6851_1	Root;k__Archaea;p__Euryarchaeota	0.940
17156 CP003492-_Firmicutes_17769_1	Root;k__Bacteria;p__Firmicutes;c__Bacilli	1.000
547 CP002209-_Proteobacteria_9628_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Ferrimonadaceae	0.910
6842 AM180088-_Euryarchaeota_26202_2	Root;k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales	0.820
1866 CP002558-_Pathogens_23883_1	Root;k__Bacteria	0.990
18928 CP002213-_Firmicutes_33140_2	Root;k__Bacteria	0.950
16362 FO082060-_Proteobacteria_14226_2	Root;k__Bacteria	1.000
19763 AE017225-_Firmicutes_24865_1	Root;k__Bacteria;p__Firmicutes;c__Bacilli	0.820
1336 CP001846-_Pathogens_75162_2	Root;k__Bacteria	1.000
3532 FM954972-_Pathogens_23210_1	Root;k__Bacteria;p__Proteobacteria	0.930
9097 AM236080-_Rhizobium_Bradyrhizobium_13108_1	Root;k__Bacteria;p__Proteobacteria	0.870
265 CP002544-_Bacteroidetes_44125_2	Root;k__Bacteria;p__Bacteroidetes	0.810
10745 CP001235-_Pathogens_45111_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.800
7784 FM954972-_Pathogens_43060_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.840
10601 CP002991-_Firmicutes_14675_1	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae	0.980
13874 FP929032-_Bacteroidetes_20220_1	Root;k__Bacteria;p__Bacteroidetes	0.940
14738 CP001144-_Pathogens_40721_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.930
14790 CP001014-_Crenarchaeota_24088_2	Root;k__Archaea;p__Crenarchaeota	0.860
8317 CP003364-_Planctomycetes_242021_2	Root;k__Bacteria	0.980
11305 CP003379-_Acidobacteria_1225260_2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae	0.890
18986 CP002914-_Proteobacteria_717_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.950
3060 AP012342-_Nitrospira_155968_1	Root;k__Bacteria	0.940
11687 CP002955-_Bacteroidetes_57098_2	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Cyclobacteriaceae	0.880
18989 CP000813-_Firmicutes_17788_2	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.000
1588 CP002455-_Bacteroidetes_23602_1	Root;k__Bacteria	1.000
21980 CP000749-_Proteobacteria_14069_1	Root;k__Bacteria;p__Proteobacteria	0.890
14565 CP000308-_Pathogens_49143_2	Root;k__Bacteria	1.000
4491 CP002099-_Pathogens_67853_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.870
17338 CP003061-_Actinobacteria_5226_2	Root;k__Bacteria;p__Actinobacteria	0.800
18082 CP003001-_Firmicutes_11829_1	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Caldicellulosiruptoraceae	0.850
7179 CP002555-_Pathogens_41421_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.950
19088 CP000437-_Pathogens_3769_2	Root;k__Bacteria;p__Proteobacteria	0.890
6775 CP003056-_Firmicutes_16255_2	Root;k__Bacteria;p__Firmicutes;c__Bacilli	0.900
10593 CP002919-_Nitrospira_24634_2	Root;k__Bacteria	0.980
14811 AY596297-_Euryarchaeota_24607_2	Root;k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae	0.850
823 CP001032-_Verrucomicrobia_448941_1	Root;k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae	0.880
18832 FP929043-_Firmicutes_26253_1	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	0.980
17848 CP003301-_Pathogens_25999_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.940
2752 CP004009-_Pathogens_80706_2	Root;k__Bacteria;p__Proteobacteria	0.820
16795 CP000950-_Proteobacteria_3536_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.900
19489 CP001589-_Pathogens_73496_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.950
12004 CP002872-_Pathogens_10450_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.820
1594 CP000473-_Acidobacteria_1344802_2	Root;k__Bacteria	0.980
15724 CP002956-_Pathogens_35981_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.880
17925 CP003211-_Actinobacteria_2029_2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.910
7568 BA000039-_Cyanobacteria_5284_2	Root;k__Bacteria	0.970
13317 CP002224-_Proteobacteria_9676_2	Root;k__Bacteria	1.000
2904 CP002017-_Firmicutes_16890_2	Root;k__Bacteria	0.980
6460 CP003130-_Acidobacteria_431652_2	Root;k__Bacteria	0.970
5442 CP002123-_Bacteroidetes_7651_1	Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.900
12339 CP003108-_Firmicutes_11451_2	Root;k__Bacteria	1.000
15371 FQ670178-_Pathogens_19218_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.850
19072 CP000863-_Pathogens_49211_1	Root;k__Bacteria;p__Proteobacteria	0.930
14395 CP001472-_Acidobacteria_227905_2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales	0.830
4461 CP003629-_Firmicutes_10895_1	Root;k__Bacteria	0.930
16920 CP003629-_Firmicutes_37137_2	Root;k__Bacteria	1.000
