12791 CP003552-_Cyanobacteria_69649_2	Root;k__Bacteria;p__Cyanobacteria	0.990
13836 AP012338-_Planctomycetes_157380_1	Root;k__Bacteria	0.920
19293 CP003219-_Actinobacteria_16322_1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.940
622 CP000909-_Chloroflexi_127741_2	Root;k__Bacteria	0.880
2936 CU234118-_Rhizobium_Bradyrhizobium_204872_2	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae	0.970
10843 AP012029-_Chloroflexi_31777_2	Root;k__Bacteria	0.990
20701 CP000580-_Actinobacteria_27913_2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.820
7246 CP002567-_Actinobacteria_11956_2	Root;k__Bacteria	0.900
3288 CP000975-_Verrucomicrobia_61485_2	Root;k__Bacteria	1.000
8418 CP003283-_Bacteroidetes_19440_2	Root;k__Bacteria;p__Bacteroidetes	0.830
21301 CP000478-_Proteobacteria_18278_2	Root;k__Bacteria	1.000
20696 CP001982-_Firmicutes_12819_2	Root;k__Bacteria;p__Firmicutes	0.850
9898 CP003241-_Proteobacteria_7818_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.960
16587 CP000487-_Proteobacteria_3804_2	Root;k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	1.000
14831 CP000473-_Acidobacteria_1420900_2	Root;k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	0.840
11327 CP000950-_Proteobacteria_7297_2	Root;k__Bacteria	1.000
10641 CP003053-_Actinobacteria_29300_1	Root;k__Bacteria	1.000
19006 HE577327-_Proteobacteria_1943_2	Root;k__Bacteria	1.000
12785 CP002198-_Cyanobacteria_63643_2	Root;k__Bacteria	0.960
17554 CP003742-_Proteobacteria_11292_1	Root;k__Bacteria	0.960
8878 CP000435-_Cyanobacteria_15601_2	Root;k__Bacteria	1.000
16418 CP001191-_Rhizobium_Bradyrhizobium_152368_1	Root;k__Bacteria;p__Proteobacteria	0.820
11145 CP001087-_Proteobacteria_15901_1	Root;k__Bacteria	0.960
14876 CP001834-_Firmicutes_3199_1	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	0.820
18491 CP003233-_Actinobacteria_35076_2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.810
2432 CP001622-_Rhizobium_Bradyrhizobium_33558_1	Root;k__Bacteria	1.000
9107 AP012206-_Rhizobium_Bradyrhizobium_141786_1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.840
1883 CP002634-_Firmicutes_1978_2	Root;k__Bacteria	0.990
18014 CP001097_rep17-_Chlorobi_3343_1	Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	0.980
13732 CP002637-_Firmicutes_8241_1	Root;k__Bacteria	1.000
20100 CP001172-_Pathogens_15626_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.960
16660 CP004079-_Chloroflexi_39082_2	Root;k__Bacteria	1.000
7114 CP001032-_Verrucomicrobia_467698_1	Root;k__Bacteria;p__Verrucomicrobia	0.960
8221 CP002091-_Firmicutes_4488_2	Root;k__Bacteria	1.000
17426 CP000380-_Pathogens_3695_2	Root;k__Bacteria;p__Proteobacteria	0.940
10689 CP001097_rep6-_Chlorobi_18085_1	Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	0.820
5549 CP002743-_Actinobacteria_9245_2	Root;k__Bacteria	0.980
119 AP011540-_Actinobacteria_19669_1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.910
14060 AM236080-_Rhizobium_Bradyrhizobium_128900_1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.990
13026 AP011615-_Cyanobacteria_28128_1	Root;k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Chroococcales;f__Phormidiaceae	0.900
17111 CP001998-_Verrucomicrobia_482859_1	Root	1.000
21338 CP000360-_Acidobacteria_717966_2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Koribacteraceae	0.950
10506 CP003946-_Cyanobacteria_50369_1	Root;k__Bacteria;p__Cyanobacteria	0.890
13853 CP002099-_Pathogens_10942_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.890
9664 CP001593-_Pathogens_9398_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__[Chromatiaceae]	0.940
20912 CP003364-_Planctomycetes_528755_2	Root;k__Bacteria	0.990
6745 CP002583-_Proteobacteria_5647_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.980
20796 CP001638-_Firmicutes_9579_2	Root;k__Bacteria	1.000
7595 CP001097_rep17-_Chlorobi_20073_1	Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	0.940
15435 CP001107-_Firmicutes_8527_1	Root;k__Bacteria;p__Firmicutes;c__Clostridia	0.860
18102 CT573213-_Actinobacteria_71385_2	Root;k__Bacteria	1.000
7949 CP000612-_Firmicutes_8490_2	Root;k__Bacteria	1.000
2658 FN806773-_Actinobacteria_3845_2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.840
9327 CP004015-_Rhizobium_Bradyrhizobium_208358_1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae	0.800
1641 CP002272-_Proteobacteria_13996_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.840
7322 AP012224-_Proteobacteria_15455_1	Root;k__Bacteria	0.990
5830 FQ312004-_Bacteroidetes_20089_1	Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.820
1792 CP004141-_Proteobacteria_9378_1	Root;k__Bacteria	0.970
18608 AE016879-_Firmicutes_16567_1	Root;k__Bacteria;p__Firmicutes;c__Bacilli	0.930
17726 Rose_medium_divergence_sequence_f-_Simulated_88816_1	Root;k__Bacteria	0.900
14410 CP002198-_Cyanobacteria_64645_2	Root;k__Bacteria	1.000
8439 CP001071-_Verrucomicrobia_325952_2	Root;k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	0.880
9453 CP001097_rep1-_Chlorobi_46637_2	Root;k__Bacteria	0.990
1224 CP000308-_Pathogens_14999_2	Root;k__Bacteria	0.980
11351 CP001097_rep14-_Chlorobi_13029_2	Root;k__Bacteria	1.000
18908 CP003323-_Actinobacteria_18375_1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.950
15450 CP000473-_Acidobacteria_878174_1	Root;k__Bacteria	1.000
16585 Rose_medium_divergence_sequence_d-_Simulated_35201_2	Root;k__Bacteria	0.910
5572 AM942759-_Proteobacteria_2500_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.810
11225 CP003364-_Planctomycetes_739573_1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae	0.890
8283 CP005586-_Firmicutes_15339_1	Root;k__Bacteria;p__Firmicutes;c__Bacilli	0.880
15933 AP006618-_Actinobacteria_42349_2	Root;k__Bacteria	1.000
6681 AP011115-_Actinobacteria_28032_1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.990
3230 CP000825-_Cyanobacteria_8112_2	Root;k__Bacteria	0.980
5755 CP000759-_Proteobacteria_6413_1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.810
15609 CP003788-_Actinobacteria_39731_2	Root;k__Bacteria	0.990
12841 CP003776-_Proteobacteria_5924_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.910
21640 CP001622-_Rhizobium_Bradyrhizobium_267162_2	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.870
18922 CP001998-_Verrucomicrobia_63563_1	Root;k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.930
4805 FQ312004-_Bacteroidetes_39379_1	Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.860
233 CP002824-_Proteobacteria_14187_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.850
17964 CP000308-_Pathogens_23665_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.850
21430 AP012027-_Firmicutes_4398_1	Root;k__Bacteria	1.000
5230 FO082820-_Rhizobium_Bradyrhizobium_112308_2	Root;k__Bacteria	0.950
21183 CP001998-_Verrucomicrobia_520603_2	Root;k__Bacteria	0.960
20281 CP000644-_Proteobacteria_12845_2	Root;k__Bacteria	1.000
2895 CP001097_rep12-_Chlorobi_78391_1	Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	0.990
21023 CP001791-_Firmicutes_3146_2	Root;k__Bacteria;p__Firmicutes;c__Bacilli	0.960
18269 CP002544-_Bacteroidetes_26507_1	Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	0.830
10010 CP001700-_Actinobacteria_47372_2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.930
16216 CP002850-_Proteobacteria_7349_2	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.930
11421 AP012032-_Proteobacteria_15117_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.910
19155 CP001673-_Bacteroidetes_31336_1	Root;k__Bacteria	0.990
