5007 CP000360-_Acidobacteria_863721_1	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Koribacteraceae	0.830
9429 CP003289-_Pathogens_24034_2	Root;k__Bacteria	1.000
8323 CP001794-_Firmicutes_12018_2	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.900
14983 CP001472-_Acidobacteria_200884_1	Root;k__Bacteria;p__Acidobacteria	0.820
14465 CP002534-_Bacteroidetes_2278_2	Root;k__Bacteria	0.990
3215 CT573326-_Proteobacteria_17990_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.810
18037 Rose_medium_divergence_sequence_e-_Simulated_111717_2	Root;k__Bacteria	0.920
19548 CP002835-_Firmicutes_11753_2	Root;k__Bacteria	1.000
2064 CP001674-_Proteobacteria_1410_2	Root;k__Bacteria	1.000
5732 AP012206-_Rhizobium_Bradyrhizobium_36402_2	Root;k__Bacteria;p__Proteobacteria	0.850
13740 CP003839-_Firmicutes_6043_1	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.900
6853 HE616528-_Proteobacteria_801_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	1.000
16342 CP000686-_Chloroflexi_132501_1	Root;k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__Roseiflexales;f__Roseiflexaceae	1.000
19133 CP001998-_Verrucomicrobia_411392_1	Root;k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.960
7438 CP000154-_Firmicutes_7262_2	Root;k__Bacteria;p__Firmicutes	0.840
15750 CP002530-_Bacteroidetes_7855_2	Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.810
15921 CP003379-_Acidobacteria_680775_1	Root;k__Bacteria;p__Acidobacteria	0.800
7137 CP000813-_Firmicutes_15118_2	Root;k__Bacteria;p__Firmicutes	0.800
4962 CP002400-_Firmicutes_8087_2	Root;k__Bacteria	1.000
12313 CP003349-_Bacteroidetes_41257_1	Root;k__Bacteria;p__Bacteroidetes	0.840
13838 CP001998-_Verrucomicrobia_483344_2	Root;k__Bacteria	0.980
2834 CP000323-_Proteobacteria_1495_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.810
3684 CP001071-_Verrucomicrobia_258238_2	Root;k__Bacteria	0.990
9484 CP001921-_Pathogens_8114_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.930
20822 AP009333-_Firmicutes_7534_2	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.930
8358 CP003107-_Firmicutes_9498_2	Root;k__Bacteria	1.000
3593 CP000010-_Pathogens_37630_1	Root;k__Bacteria;p__Proteobacteria	0.800
9886 CP001750-_Actinobacteria_3805_2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.850
9428 FN563149-_Actinobacteria_15539_1	Root;k__Bacteria	0.970
20287 CP001699-_Bacteroidetes_74923_1	Root;k__Bacteria	0.980
7503 FQ311875-_Actinobacteria_9444_1	Root;k__Bacteria	1.000
17842 FN649414-_Pathogens_28511_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.960
16208 AE006470-_Chlorobi_298_1	Root;k__Bacteria	0.970
4585 CP001846-_Pathogens_78589_2	Root;k__Bacteria	1.000
919 CP001235-_Pathogens_29222_1	Root;k__Bacteria;p__Proteobacteria	0.830
4150 CP003746-_Proteobacteria_11291_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.920
7864 CP002919-_Nitrospira_194153_2	Root;k__Bacteria	1.000
3497 CP002480-_Acidobacteria_530158_2	Root;k__Bacteria	0.940
20973 ENA_BX571963_BX571963.1-_Proteobacteria_18415_2	Root;k__Bacteria	0.990
12647 FQ670178-_Pathogens_21215_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.900
18576 CP003379-_Acidobacteria_873395_1	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae	0.950
11988 CP002467-_Acidobacteria_348228_1	Root;k__Bacteria;p__Acidobacteria	0.860
14200 CP001738-_Actinobacteria_22375_1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.950
15184 CP000360-_Acidobacteria_847245_2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Koribacteraceae	0.810
10214 CP001337-_Chloroflexi_94405_1	Root;k__Bacteria	1.000
18166 CP000514-_Proteobacteria_7797_1	Root;k__Bacteria;p__Proteobacteria	0.850
16251 CP003419-_Pathogens_25611_2	Root;k__Bacteria	0.990
13593 CP003061-_Actinobacteria_4808_1	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.830
17234 CP003379-_Acidobacteria_1122509_2	Root;k__Bacteria	1.000
13246 BX548174-_Cyanobacteria_4173_1	Root;k__Bacteria;p__Cyanobacteria;c__Synechococcophycideae	0.930
4755 BX897700-_Proteobacteria_2658_2	Root;k__Bacteria	0.920
17769 Rose_little_divergence_sequence_f-_Simulated_59025_1	Root;k__Bacteria	1.000
1704 CP003364-_Planctomycetes_63952_1	Root;k__Bacteria	0.990
15986 CP002530-_Bacteroidetes_30813_2	Root;k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.870
14470 CP003372-_Euryarchaeota_6563_1	Root;k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae	0.960
21783 CP003597-_Cyanobacteria_10076_2	Root;k__Bacteria	1.000
395 CP003017-_Firmicutes_22042_1	Root;k__Bacteria;p__Firmicutes	0.880
5388 HE971709-_Actinobacteria_10060_2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	0.810
7872 CP000266-_Proteobacteria_13057_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.950
