14207 CP003558-_Cyanobacteria_6195_2	Root;k__Bacteria;p__Cyanobacteria	0.850
241 AP006725-_Proteobacteria_4674_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.810
14935 CP003746-_Proteobacteria_4727_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.850
500 CP003346-_Bacteroidetes_57873_2	Root;k__Bacteria	1.000
1308 CP001055-_Elusimicrobia_109631_2	Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	0.840
1221 AE017225-_Firmicutes_11373_1	Root;k__Bacteria;p__Firmicutes;c__Bacilli	0.870
17599 CP001048-_Proteobacteria_382_2	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.840
17742 CP002442-_Firmicutes_2626_1	Root;k__Bacteria;p__Firmicutes	0.820
1309 CP002467-_Acidobacteria_735397_2	Root;k__Bacteria	1.000
2859 AP011540-_Actinobacteria_12877_2	Root;k__Bacteria	0.960
5512 CP001164-_Pathogens_16946_1	Root;k__Bacteria	0.900
7458 CP001097_rep19-_Chlorobi_30268_2	Root;k__Bacteria	1.000
7009 CP000529-_Proteobacteria_14799_1	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.900
9413 AP012206-_Rhizobium_Bradyrhizobium_388816_2	Root;k__Bacteria;p__Proteobacteria	0.820
17580 CP000308-_Pathogens_16261_1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.890
21153 BA000040-_Rhizobium_Bradyrhizobium_268448_2	Root;k__Bacteria	0.980
11591 CP002775-_Proteobacteria_8773_1	Root;k__Bacteria	1.000
3496 CP001472-_Acidobacteria_173269_2	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales	0.830
16314 CP001361-_Actinobacteria_2879_2	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.880
19068 CP000688-_Chloroflexi_43293_2	Root;k__Bacteria	0.970
20508 CP001189-_Proteobacteria_5715_1	Root;k__Bacteria	1.000
2620 CP002919-_Nitrospira_44524_1	Root;k__Bacteria	0.990
16251 CU234118-_Rhizobium_Bradyrhizobium_241040_2	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.980
19441 ENA_BX119912_BX119912.1-_Planctomycetes_209913_2	Root;k__Bacteria	0.970
1956 CP001097_rep1-_Chlorobi_66394_1	Root;k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	0.860
16077 AP012277-_Cyanobacteria_7267_2	Root;k__Bacteria;p__Cyanobacteria	0.880
13438 CP001472-_Acidobacteria_344505_1	Root;k__Bacteria	1.000
13193 Rose_medium_divergence_sequence_a-_Simulated_71362_2	Root	1.000
13260 AP012337-_Chloroflexi_193349_1	Root;k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae	0.940
3697 CP000863-_Pathogens_7604_2	Root;k__Bacteria	0.950
11005 CP003364-_Planctomycetes_206462_1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae	1.000
4033 CP003364-_Planctomycetes_744700_2	Root;k__Bacteria	0.970
6777 CP002987-_Firmicutes_6971_2	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	0.830
15049 BA000004-_Firmicutes_2313_2	Root;k__Bacteria;p__Firmicutes;c__Bacilli	0.840
390 CP001097_rep3-_Chlorobi_11970_2	Root;k__Bacteria;p__Chlorobi;c__Chlorobia	0.840
