Root_Other_Other	248.0
Root_k__Archaea_Other	107.0
Root_k__Archaea_p__Crenarchaeota	482.0
Root_k__Archaea_p__Euryarchaeota	1172.0
Root_k__Bacteria_Other	13006.0
Root_k__Bacteria_p__Acidobacteria	920.0
Root_k__Bacteria_p__Actinobacteria	1355.0
Root_k__Bacteria_p__Bacteroidetes	1218.0
Root_k__Bacteria_p__Caldiserica	10.0
Root_k__Bacteria_p__Chlorobi	138.0
Root_k__Bacteria_p__Chloroflexi	753.0
Root_k__Bacteria_p__Cyanobacteria	377.0
Root_k__Bacteria_p__Elusimicrobia	88.0
Root_k__Bacteria_p__Firmicutes	2414.0
Root_k__Bacteria_p__Gemmatimonadetes	47.0
Root_k__Bacteria_p__Nitrospirae	333.0
Root_k__Bacteria_p__Planctomycetes	635.0
Root_k__Bacteria_p__Proteobacteria	8014.0
Root_k__Bacteria_p__Spirochaetes	160.0
Root_k__Bacteria_p__Synergistetes	1.0
Root_k__Bacteria_p__Verrucomicrobia	610.0
