GO:0008152	metabolic process	biological_process	443240
GO:0055114	oxidation-reduction process	biological_process	440602
GO:0006355	regulation of transcription	 DNA-dependent	biological_process	156255
GO:0005975	carbohydrate metabolic process	biological_process	143974
GO:0006810	transport	biological_process	92870
GO:0006412	translation	biological_process	74203
GO:0006508	proteolysis	biological_process	72006
GO:0009058	biosynthetic process	biological_process	71865
GO:0006281	DNA repair	biological_process	43116
GO:0006418	tRNA aminoacylation for protein translation	biological_process	41770
GO:0000160	two-component signal transduction system (phosphorelay)	biological_process	38739
GO:0055085	transmembrane transport	biological_process	30931
GO:0006096	glycolysis	biological_process	29729
GO:0006265	DNA topological change	biological_process	29543
GO:0006520	cellular amino acid metabolic process	biological_process	29195
GO:0006260	DNA replication	biological_process	28817
GO:0006351	transcription	 DNA-dependent	biological_process	23287
GO:0006807	nitrogen compound metabolic process	biological_process	22200
GO:0006352	transcription initiation	 DNA-dependent	biological_process	21146
GO:0006310	DNA recombination	biological_process	20770
GO:0006457	protein folding	biological_process	20131
GO:0007165	signal transduction	biological_process	19870
GO:0008652	cellular amino acid biosynthetic process	biological_process	17512
GO:0008033	tRNA processing	biological_process	17486
GO:0016310	phosphorylation	biological_process	17383
GO:0009231	riboflavin biosynthetic process	biological_process	14150
GO:0006094	gluconeogenesis	biological_process	13932
GO:0006313	transposition	 DNA-mediated	biological_process	13859
GO:0000105	histidine biosynthetic process	biological_process	12730
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process	12194
GO:0006164	purine nucleotide biosynthetic process	biological_process	12090
GO:0009228	thiamine biosynthetic process	biological_process	11589
GO:0009306	protein secretion	biological_process	11496
GO:0006298	mismatch repair	biological_process	11461
GO:0015074	DNA integration	biological_process	11015
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	biological_process	10980
GO:0009987	cellular process	biological_process	10768
GO:0043039	tRNA aminoacylation	biological_process	10715
GO:0015031	protein transport	biological_process	10702
GO:0033014	tetrapyrrole biosynthetic process	biological_process	10108
GO:0045454	cell redox homeostasis	biological_process	9919
GO:0009236	cobalamin biosynthetic process	biological_process	9875
GO:0006814	sodium ion transport	biological_process	9831
GO:0009396	folic acid-containing compound biosynthetic process	biological_process	9661
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	biological_process	9530
GO:0042773	ATP synthesis coupled electron transport	biological_process	9496
GO:0006396	RNA processing	biological_process	9218
GO:0006259	DNA metabolic process	biological_process	9150
GO:0006099	tricarboxylic acid cycle	biological_process	9097
GO:0007059	chromosome segregation	biological_process	8943
GO:0007049	cell cycle	biological_process	8776
GO:0044237	cellular metabolic process	biological_process	8647
GO:0006468	protein phosphorylation	biological_process	8632
GO:0017038	protein import	biological_process	8399
GO:0008616	queuosine biosynthetic process	biological_process	8209
GO:0042558	pteridine-containing compound metabolic process	biological_process	7772
GO:0008299	isoprenoid biosynthetic process	biological_process	7677
GO:0009252	peptidoglycan biosynthetic process	biological_process	7674
GO:0009451	RNA modification	biological_process	7576
GO:0006544	glycine metabolic process	biological_process	7531
GO:0006563	L-serine metabolic process	biological_process	7531
GO:0006006	glucose metabolic process	biological_process	7375
GO:0044262	cellular carbohydrate metabolic process	biological_process	7246
GO:0006813	potassium ion transport	biological_process	7219
GO:0001539	ciliary or flagellar motility	biological_process	7170
GO:0015986	ATP synthesis coupled proton transport	biological_process	7140
GO:0019538	protein metabolic process	biological_process	7109
GO:0006139	nucleobase-containing compound metabolic process	biological_process	7095
GO:0006400	tRNA modification	biological_process	6911
GO:0006633	fatty acid biosynthetic process	biological_process	6909
GO:0006537	glutamate biosynthetic process	biological_process	6819
GO:0006935	chemotaxis	biological_process	6780
GO:0015979	photosynthesis	biological_process	6552
GO:0051258	protein polymerization	biological_process	6513
GO:0006526	arginine biosynthetic process	biological_process	6373
GO:0009245	lipid A biosynthetic process	biological_process	6370
GO:0009060	aerobic respiration	biological_process	6252
GO:0006419	alanyl-tRNA aminoacylation	biological_process	6195
GO:0009086	methionine biosynthetic process	biological_process	6091
GO:0000902	cell morphogenesis	biological_process	5964
GO:0009073	aromatic amino acid family biosynthetic process	biological_process	5836
GO:0015940	pantothenate biosynthetic process	biological_process	5791
GO:0009435	NAD biosynthetic process	biological_process	5696
GO:0015992	proton transport	biological_process	5681
GO:0001522	pseudouridine synthesis	biological_process	5603
GO:0006098	pentose-phosphate shunt	biological_process	5600
GO:0030261	chromosome condensation	biological_process	5572
GO:0009253	peptidoglycan catabolic process	biological_process	5551
GO:0009103	lipopolysaccharide biosynthetic process	biological_process	5506
GO:0006413	translational initiation	biological_process	5484
GO:0006979	response to oxidative stress	biological_process	5413
GO:0006629	lipid metabolic process	biological_process	5286
GO:0006415	translational termination	biological_process	5149
GO:0006426	glycyl-tRNA aminoacylation	biological_process	5146
GO:0006779	porphyrin-containing compound biosynthetic process	biological_process	5029
GO:0006631	fatty acid metabolic process	biological_process	4918
GO:0006221	pyrimidine nucleotide biosynthetic process	biological_process	4916
GO:0006364	rRNA processing	biological_process	4837
GO:0006306	DNA methylation	biological_process	4747
GO:0044267	cellular protein metabolic process	biological_process	4691
GO:0006812	cation transport	biological_process	4668
GO:0006071	glycerol metabolic process	biological_process	4630
GO:0006950	response to stress	biological_process	4531
GO:0006423	cysteinyl-tRNA aminoacylation	biological_process	4414
GO:0006289	nucleotide-excision repair	biological_process	4374
GO:0006835	dicarboxylic acid transport	biological_process	4280
GO:0016226	iron-sulfur cluster assembly	biological_process	4275
GO:0006568	tryptophan metabolic process	biological_process	4186
GO:0006730	one-carbon metabolic process	biological_process	4123
GO:0006546	glycine catabolic process	biological_process	4115
GO:0006799	polyphosphate biosynthetic process	biological_process	4056
GO:0008610	lipid biosynthetic process	biological_process	4007
GO:0009116	nucleoside metabolic process	biological_process	4001
GO:0006744	ubiquinone biosynthetic process	biological_process	3988
GO:0006725	cellular aromatic compound metabolic process	biological_process	3678
GO:0006801	superoxide metabolic process	biological_process	3650
GO:0019288	isopentenyl diphosphate biosynthetic process	 mevalonate-independent pathway	biological_process	3601
GO:0008615	pyridoxine biosynthetic process	biological_process	3591
GO:0006414	translational elongation	biological_process	3532
GO:0030001	metal ion transport	biological_process	3416
GO:0015684	ferrous iron transport	biological_process	3400
GO:0006754	ATP biosynthetic process	biological_process	3370
GO:0006420	arginyl-tRNA aminoacylation	biological_process	3366
GO:0006796	phosphate-containing compound metabolic process	biological_process	3366
GO:0015991	ATP hydrolysis coupled proton transport	biological_process	3261
GO:0032259	methylation	biological_process	3261
GO:0006541	glutamine metabolic process	biological_process	3235
GO:0015995	chlorophyll biosynthetic process	biological_process	3234
GO:0032784	regulation of transcription elongation	 DNA-dependent	biological_process	3202
