"SEED;Carbohydrates;Organic acids;"	 61
"SEED;Carbohydrates;Monosaccharides;"	 338
"SEED;Carbohydrates;Sugar alcohols;"	 172
"SEED;Carbohydrates;Di- and oligosaccharides;"	 155
"SEED;Carbohydrates;Aminosugars;"	 58
"SEED;Carbohydrates;Central carbohydrate metabolism;"	 224
"SEED;Carbohydrates;One-carbon Metabolism;"	 174
"SEED;Carbohydrates;Polysaccharides;"	 12
"SEED;Carbohydrates;CO2 fixation;"	 87
"SEED;Carbohydrates;Fermentation;"	 53
"SEED;Carbohydrates;Glycoside hydrolases;"	 6
"SEED;Carbohydrates;Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway;"	 7
"SEED;Carbohydrates;Unknown_sugar_utilization_(cluster_yphABCDEFG);"	 8
"SEED;Respiration;Electron donating reactions;"	 321
"SEED;Respiration;Biogenesis_of_c-type_cytochromes;"	 47
"SEED;Respiration;Reductive_Dechlorination;"	 5
"SEED;Respiration;Formate_hydrogenase;"	 50
"SEED;Respiration;Cytochrome_B6-F_complex;"	 25
"SEED;Respiration;Carbon_monoxide_induced_hydrogenase;"	 38
"SEED;Respiration;Electron accepting reactions;"	 177
"SEED;Respiration;ATP synthases;"	 25
"SEED;Respiration;Carbon_monoxide_dehydrogenase_maturation_factors;"	 5
"SEED;Respiration;Sodium Ion-Coupled Energetics;"	 17
"SEED;Respiration;Soluble_cytochromes_and_functionally_related_electron_carriers;"	 19
"SEED;Respiration;Biogenesis_of_cytochrome_c_oxidases;"	 10
"SEED;Respiration;Biogenesis_of_cbb3-type_cytochrome_c_oxidases;"	 5
"SEED;Respiration;Flavocytochrome_C;"	 2
"SEED;Nucleosides and Nucleotides;Purines;"	 83
"SEED;Nucleosides and Nucleotides;Detoxification;"	 27
"SEED;Nucleosides and Nucleotides;Hydantoin_metabolism;"	 13
"SEED;Nucleosides and Nucleotides;Adenosyl_nucleosidases;"	 5
"SEED;Nucleosides and Nucleotides;Ribonucleotide_reduction;"	 10
"SEED;Nucleosides and Nucleotides;Pyrimidines;"	 29
"SEED;Nucleosides and Nucleotides;AMP_to_3-phosphoglycerate;"	 4
"SEED;Stress Response;Oxidative stress;"	 112
"SEED;Stress Response;Flavohaemoglobin;"	 5
"SEED;Stress Response;Detoxification.1;"	 8
"SEED;Stress Response;Osmotic stress;"	 49
"SEED;Stress Response;Universal_stress_protein_family;"	 20
"SEED;Stress Response;SigmaB_stress_responce_regulation;"	 11
"SEED;Stress Response;Heat shock;"	 24
"SEED;Stress Response;Hfl_operon;"	 6
"SEED;Stress Response;Sugar-phosphate_stress_regulation;"	 1
"SEED;Stress Response;Acid stress;"	 6
"SEED;Stress Response;Dimethylarginine_metabolism;"	 3
