"Carbohydrates"	 1204
"Respiration"	 603
"Nucleosides and Nucleotides"	 159
"Stress Response"	 244
"Protein Metabolism"	 374
"Regulation and Cell signaling"	 223
"Cell Wall and Capsule"	 421
"Miscellaneous"	 60
"Photosynthesis"	 133
"RNA Metabolism"	 226
"Metabolism of Aromatic Compounds"	 254
"Clustering-based subsystems"	 285
"Phosphorus Metabolism"	 64
"Phages, Prophages, Transposable elements"	 11
"Secondary Metabolism"	 69
"Dormancy and Sporulation"	 116
"Amino Acids and Derivatives"	 562
"Iron acquisition and metabolism"	 278
"Phages, Prophages, Transposable elements, Plasmids"	 111
"Cell Division and Cell Cycle"	 82
"Membrane Transport"	 465
"Nitrogen Metabolism"	 169
"Sulfur Metabolism"	 81
"DNA Metabolism"	 235
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	 522
"Fatty Acids, Lipids, and Isoprenoids"	 139
"Virulence, Disease and Defense"	 347
"Potassium metabolism"	 54
"Motility and Chemotaxis"	 106
"Virulence"	 56
