"SEED;Carbohydrates;Organic acids;"	 71
"SEED;Carbohydrates;Monosaccharides;"	 334
"SEED;Carbohydrates;Sugar alcohols;"	 165
"SEED;Carbohydrates;Di- and oligosaccharides;"	 145
"SEED;Carbohydrates;Aminosugars;"	 56
"SEED;Carbohydrates;Central carbohydrate metabolism;"	 214
"SEED;Carbohydrates;One-carbon Metabolism;"	 136
"SEED;Carbohydrates;Polysaccharides;"	 15
"SEED;Carbohydrates;CO2 fixation;"	 93
"SEED;Carbohydrates;Fermentation;"	 50
"SEED;Carbohydrates;Glycoside hydrolases;"	 6
"SEED;Carbohydrates;Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway;"	 10
"SEED;Carbohydrates;Unknown_sugar_utilization_(cluster_yphABCDEFG);"	 7
"SEED;Respiration;Electron donating reactions;"	 260
"SEED;Respiration;Biogenesis_of_c-type_cytochromes;"	 30
"SEED;Respiration;Reductive_Dechlorination;"	 6
"SEED;Respiration;Formate_hydrogenase;"	 49
"SEED;Respiration;Cytochrome_B6-F_complex;"	 14
"SEED;Respiration;Carbon_monoxide_induced_hydrogenase;"	 31
"SEED;Respiration;Electron accepting reactions;"	 149
"SEED;Respiration;ATP synthases;"	 21
"SEED;Respiration;Carbon_monoxide_dehydrogenase_maturation_factors;"	 6
"SEED;Respiration;Sodium Ion-Coupled Energetics;"	 14
"SEED;Respiration;Soluble_cytochromes_and_functionally_related_electron_carriers;"	 23
"SEED;Respiration;Biogenesis_of_cytochrome_c_oxidases;"	 10
"SEED;Respiration;Biogenesis_of_cbb3-type_cytochrome_c_oxidases;"	 6
"SEED;Respiration;Flavocytochrome_C;"	 3
"SEED;Nucleosides and Nucleotides;Purines;"	 71
"SEED;Nucleosides and Nucleotides;Detoxification;"	 24
"SEED;Nucleosides and Nucleotides;Hydantoin_metabolism;"	 16
"SEED;Nucleosides and Nucleotides;Adenosyl_nucleosidases;"	 6
"SEED;Nucleosides and Nucleotides;Ribonucleotide_reduction;"	 10
"SEED;Nucleosides and Nucleotides;Pyrimidines;"	 34
"SEED;Nucleosides and Nucleotides;AMP_to_3-phosphoglycerate;"	 5
"SEED;Stress Response;Oxidative stress;"	 112
"SEED;Stress Response;Flavohaemoglobin;"	 5
"SEED;Stress Response;Detoxification.1;"	 6
"SEED;Stress Response;Osmotic stress;"	 48
"SEED;Stress Response;Universal_stress_protein_family;"	 19
"SEED;Stress Response;SigmaB_stress_responce_regulation;"	 9
"SEED;Stress Response;Heat shock;"	 22
"SEED;Stress Response;Hfl_operon;"	 6
"SEED;Stress Response;Sugar-phosphate_stress_regulation;"	 1
"SEED;Stress Response;Acid stress;"	 8
"SEED;Stress Response;Dimethylarginine_metabolism;"	 3
"SEED;Stress Response;Bacterial_hemoglobins;"	 8
"SEED;Protein Metabolism;Protein degradation;"	 57
"SEED;Protein Metabolism;Protein biosynthesis;"	 222
"SEED;Protein Metabolism;Protein folding;"	 35
"SEED;Protein Metabolism;Protein processing and modification;"	 25
"SEED;Protein Metabolism;Selenoproteins;"	 12
"SEED;Protein Metabolism;Secretion;"	 30
"SEED;Regulation and Cell signaling;cAMP_signaling_in_bacteria;"	 26
"SEED;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;"	 36
"SEED;Regulation and Cell signaling;Quorum sensing and biofilm formation;"	 31
"SEED;Regulation and Cell signaling;Proteolytic pathway;"	 7
"SEED;Regulation and Cell signaling;CytR_regulation;"	 3
"SEED;Regulation and Cell signaling;Stringent_Response,_(p)ppGpp_metabolism;"	 4
"SEED;Regulation and Cell signaling;Oxygen_and_light_sensor_PpaA-PpsR;"	 5
"SEED;Regulation and Cell signaling;Pseudomonas_quinolone_signal_PQS;"	 16
