"Carbohydrates"	 1230
"Respiration"	 603
"Nucleosides and Nucleotides"	 166
"Stress Response"	 237
"Protein Metabolism"	 366
"Regulation and Cell signaling"	 251
"Cell Wall and Capsule"	 454
"Miscellaneous"	 62
"Photosynthesis"	 119
"RNA Metabolism"	 223
"Metabolism of Aromatic Compounds"	 254
"Clustering-based subsystems"	 266
"Phosphorus Metabolism"	 60
"Phages, Prophages, Transposable elements"	 11
"Secondary Metabolism"	 81
"Dormancy and Sporulation"	 117
"Amino Acids and Derivatives"	 547
"Iron acquisition and metabolism"	 297
"Phages, Prophages, Transposable elements, Plasmids"	 115
"Cell Division and Cell Cycle"	 81
"Membrane Transport"	 466
"Nitrogen Metabolism"	 191
"Sulfur Metabolism"	 83
"DNA Metabolism"	 224
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	 516
"Fatty Acids, Lipids, and Isoprenoids"	 135
"Virulence, Disease and Defense"	 318
"Potassium metabolism"	 58
"Motility and Chemotaxis"	 106
"Virulence"	 62
