"Carbohydrates"	 1229
"Respiration"	 694
"Nucleosides and Nucleotides"	 167
"Stress Response"	 249
"Protein Metabolism"	 372
"Regulation and Cell signaling"	 275
"Cell Wall and Capsule"	 429
"Miscellaneous"	 60
"Photosynthesis"	 125
"RNA Metabolism"	 223
"Metabolism of Aromatic Compounds"	 231
"Clustering-based subsystems"	 274
"Phosphorus Metabolism"	 67
"Phages, Prophages, Transposable elements"	 10
"Secondary Metabolism"	 61
"Dormancy and Sporulation"	 115
"Amino Acids and Derivatives"	 549
"Iron acquisition and metabolism"	 325
"Phages, Prophages, Transposable elements, Plasmids"	 123
"Cell Division and Cell Cycle"	 94
"Membrane Transport"	 439
"Nitrogen Metabolism"	 184
"Sulfur Metabolism"	 83
"DNA Metabolism"	 224
"Cofactors, Vitamins, Prosthetic Groups, Pigments"	 510
"Fatty Acids, Lipids, and Isoprenoids"	 143
"Virulence, Disease and Defense"	 391
"Potassium metabolism"	 57
"Motility and Chemotaxis"	 107
"Virulence"	 56
