"SEED;Carbohydrates;Organic acids;"	 66
"SEED;Carbohydrates;Monosaccharides;"	 358
"SEED;Carbohydrates;Sugar alcohols;"	 151
"SEED;Carbohydrates;Di- and oligosaccharides;"	 152
"SEED;Carbohydrates;Aminosugars;"	 56
"SEED;Carbohydrates;Central carbohydrate metabolism;"	 196
"SEED;Carbohydrates;One-carbon Metabolism;"	 180
"SEED;Carbohydrates;Polysaccharides;"	 14
"SEED;Carbohydrates;CO2 fixation;"	 89
"SEED;Carbohydrates;Fermentation;"	 49
"SEED;Carbohydrates;Glycoside hydrolases;"	 7
"SEED;Carbohydrates;Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway;"	 8
"SEED;Carbohydrates;Unknown_sugar_utilization_(cluster_yphABCDEFG);"	 7
"SEED;Respiration;Electron donating reactions;"	 335
"SEED;Respiration;Biogenesis_of_c-type_cytochromes;"	 48
"SEED;Respiration;Reductive_Dechlorination;"	 4
"SEED;Respiration;Formate_hydrogenase;"	 51
"SEED;Respiration;Cytochrome_B6-F_complex;"	 12
"SEED;Respiration;Carbon_monoxide_induced_hydrogenase;"	 32
"SEED;Respiration;Electron accepting reactions;"	 152
"SEED;Respiration;ATP synthases;"	 21
"SEED;Respiration;Carbon_monoxide_dehydrogenase_maturation_factors;"	 5
"SEED;Respiration;Sodium Ion-Coupled Energetics;"	 14
"SEED;Respiration;Soluble_cytochromes_and_functionally_related_electron_carriers;"	 22
"SEED;Respiration;Biogenesis_of_cytochrome_c_oxidases;"	 11
"SEED;Respiration;Biogenesis_of_cbb3-type_cytochrome_c_oxidases;"	 5
"SEED;Respiration;Flavocytochrome_C;"	 2
"SEED;Nucleosides and Nucleotides;Purines;"	 81
"SEED;Nucleosides and Nucleotides;Detoxification;"	 27
"SEED;Nucleosides and Nucleotides;Hydantoin_metabolism;"	 12
"SEED;Nucleosides and Nucleotides;Adenosyl_nucleosidases;"	 6
"SEED;Nucleosides and Nucleotides;Ribonucleotide_reduction;"	 10
"SEED;Nucleosides and Nucleotides;Pyrimidines;"	 31
"SEED;Nucleosides and Nucleotides;AMP_to_3-phosphoglycerate;"	 4
"SEED;Stress Response;Oxidative stress;"	 108
"SEED;Stress Response;Flavohaemoglobin;"	 5
"SEED;Stress Response;Detoxification.1;"	 6
"SEED;Stress Response;Osmotic stress;"	 58
"SEED;Stress Response;Universal_stress_protein_family;"	 18
"SEED;Stress Response;SigmaB_stress_responce_regulation;"	 8
"SEED;Stress Response;Heat shock;"	 22
"SEED;Stress Response;Hfl_operon;"	 6
"SEED;Stress Response;Sugar-phosphate_stress_regulation;"	 1
"SEED;Stress Response;Acid stress;"	 7
"SEED;Stress Response;Dimethylarginine_metabolism;"	 6
"SEED;Stress Response;Bacterial_hemoglobins;"	 7
"SEED;Protein Metabolism;Protein degradation;"	 60
"SEED;Protein Metabolism;Protein biosynthesis;"	 230
"SEED;Protein Metabolism;Protein folding;"	 32
"SEED;Protein Metabolism;Protein processing and modification;"	 24
"SEED;Protein Metabolism;Selenoproteins;"	 17
"SEED;Protein Metabolism;Secretion;"	 13
"SEED;Regulation and Cell signaling;cAMP_signaling_in_bacteria;"	 26
"SEED;Regulation and Cell signaling;Programmed Cell Death and Toxin-antitoxin Systems;"	 39
"SEED;Regulation and Cell signaling;Quorum sensing and biofilm formation;"	 45
"SEED;Regulation and Cell signaling;Proteolytic pathway;"	 35
"SEED;Regulation and Cell signaling;CytR_regulation;"	 2
"SEED;Regulation and Cell signaling;Stringent_Response,_(p)ppGpp_metabolism;"	 4
"SEED;Regulation and Cell signaling;Oxygen_and_light_sensor_PpaA-PpsR;"	 5
"SEED;Regulation and Cell signaling;Pseudomonas_quinolone_signal_PQS;"	 19
"SEED;Regulation and Cell signaling;DNA-binding_regulatory_proteins,_strays;"	 35
"SEED;Regulation and Cell signaling;Regulation of virulence;"	 16
"SEED;Regulation and Cell signaling;Two-component_regulatory_systems_in_Campylobacter;"	 13
"SEED;Regulation and Cell signaling;Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes;"	 10
"SEED;Regulation and Cell signaling;Orphan_regulatory_proteins;"	 34
"SEED;Cell Wall and Capsule;Capsular and extracellular polysacchrides;"	 213
"SEED;Cell Wall and Capsule;Gram-Negative cell wall components;"	 80
"SEED;Cell Wall and Capsule;YjeE;"	 6
"SEED;Cell Wall and Capsule;Gram-Positive cell wall components;"	 42
"SEED;Cell Wall and Capsule;UDP-N-acetylmuramate_from_Fructose-6-phosphate_Biosynthesis;"	 12
"SEED;Cell Wall and Capsule;Cell wall of Mycobacteria;"	 68
"SEED;Cell Wall and Capsule;Peptidoglycan_Biosynthesis;"	 32
"SEED;Miscellaneous;Muconate_lactonizing_enzyme_family;"	 5
"SEED;Miscellaneous;Plant-Prokaryote DOE project;"	 3
"SEED;Miscellaneous;Archease;"	 1
"SEED;Miscellaneous;YaaA;"	 1
"SEED;Miscellaneous;Luciferases;"	 6
"SEED;Miscellaneous;ZZ_gjo_need_homes;"	 39
"SEED;Miscellaneous;YbbK;"	 5
"SEED;Photosynthesis;Electron transport and photophosphorylation;"	 72
"SEED;Photosynthesis;Light-harvesting complexes;"	 60
"SEED;RNA Metabolism;RNA processing and modification;"	 122
"SEED;RNA Metabolism;Group_II_intron-associated_genes;"	 1
"SEED;RNA Metabolism;Transcription;"	 100
"SEED;Metabolism of Aromatic Compounds;Peripheral pathways for catabolism of aromatic compounds;"	 98
"SEED;Metabolism of Aromatic Compounds;carbazol_degradation_cluster;"	 4
"SEED;Metabolism of Aromatic Compounds;Aromatic_Amin_Catabolism;"	 6
"SEED;Metabolism of Aromatic Compounds;Metabolism of central aromatic intermediates;"	 74
"SEED;Metabolism of Aromatic Compounds;Benzoate_transport_and_degradation_cluster;"	 27
"SEED;Metabolism of Aromatic Compounds;Anaerobic degradation of aromatic compounds;"	 21
"SEED;Metabolism of Aromatic Compounds;p-cymene_degradation;"	 22
"SEED;Metabolism of Aromatic Compounds;Cresol_degradation;"	 1
"SEED;Metabolism of Aromatic Compounds;Gentisare_degradation;"	 5
"SEED;Clustering-based subsystems;Bacterial_RNA-metabolizing_Zn-dependent_hydrolases;"	 18
"SEED;Clustering-based subsystems;CBSS-261594.1.peg.2640;"	 8
"SEED;Clustering-based subsystems;PA0057_cluster;"	 4
"SEED;Clustering-based subsystems;CBSS-214092.1.peg.3450;"	 5
"SEED;Clustering-based subsystems;Type III secretion system related;"	 39
"SEED;Clustering-based subsystems;Clustering-based subsystems.1;"	 6
