Proteobacteria	10453254
Actinobacteria	4884241
Acidobacteria	4020677
Cyanobacteria	2453193
Chloroflexi	1715855
Chlorobi	1633644
Planctomycetes	1560820
Verrucomicrobia	1523347
Bacteroidetes	1449207
Firmicutes	1082457
Spirochaetes	584126
Gemmatimonadetes	307057
Crenarchaeota	228432
Euryarchaeota	145988
Chordata	140960
Ascomycota	126867
Elusimicrobia	108293
Streptophyta	104684
Nitrospirae	94766
Deinococcus-Thermus	26159
Thermotogae	9612
Aquificae	8487
Fusobacteria	5570
Chlamydiae	5229
Synergistetes	3874
Arthropoda	3753
Lentisphaerae	3427
Deferribacteres	3246
Chlorophyta	2886
Tenericutes	2639
Dictyoglomi	2217
Cnidaria	1743
Basidiomycota	1618
Poribacteria	1614
Nematoda	1235
Chrysiogenetes	1074
Apicomplexa	1031
Fibrobacteres	805
Bacillariophyta	753
Thaumarchaeota	365
Phaeophyceae	290
Korarchaeota	242
Echinodermata	221
Placozoa	172
Platyhelminthes	144
Microsporidia	103
Euglenida	76
Xanthophyceae	67
Mollusca	63
Nanoarchaeota	59
Hemichordata	56
Porifera	40
Chromerida	26
Annelida	24
Neocallimastigomycota	21
Blastocladiomycota	9
Pinguiophyceae	8
Tardigrada	6
Glomeromycota	5
Kinorhyncha	3
Bryozoa	3
Rotifera	3
Nemertea	3
Echiura	2
Brachiopoda	2
Eustigmatophyceae	2
Chytridiomycota	1
Onychophora	1
Haplosporidia	1
Sipuncula	1
