Proteobacteria	11797765
Acidobacteria	7208516
Actinobacteria	3587125
Firmicutes	3026266
Bacteroidetes	2038225
Verrucomicrobia	1888907
Chloroflexi	1748619
Planctomycetes	1745915
Euryarchaeota	1242290
Cyanobacteria	1148351
Crenarchaeota	833364
Spirochaetes	729929
Nitrospirae	613933
Chlorobi	414130
Gemmatimonadetes	386486
Ascomycota	159346
Elusimicrobia	136057
Streptophyta	129073
Chordata	72462
Deinococcus-Thermus	37972
Thermotogae	17592
Aquificae	17444
Fusobacteria	9549
Poribacteria	8256
Chlamydiae	7310
Synergistetes	6701
Deferribacteres	6095
Arthropoda	5121
Dictyoglomi	4643
Lentisphaerae	4445
Tenericutes	4121
Chlorophyta	2753
Cnidaria	2240
Basidiomycota	2192
Chrysiogenetes	1711
Nematoda	1510
Fibrobacteres	1301
Apicomplexa	872
Bacillariophyta	785
Thaumarchaeota	783
Korarchaeota	729
Echinodermata	308
Placozoa	231
Phaeophyceae	205
Nanoarchaeota	183
Microsporidia	168
Platyhelminthes	166
Hemichordata	83
Euglenida	74
Mollusca	73
Porifera	41
Neocallimastigomycota	35
Xanthophyceae	31
Annelida	23
Glomeromycota	17
Blastocladiomycota	14
Tardigrada	11
Chromerida	9
Rotifera	6
Pinguiophyceae	4
Echiura	3
Brachiopoda	3
Bryozoa	3
Nemertea	3
Ctenophora	2
Chaetognatha	2
Chytridiomycota	2
Onychophora	2
Eustigmatophyceae	2
