Cyanobacteria	766139
Proteobacteria	5910425
Firmicutes	1683912
Deinococcus-Thermus	12
Fusobacteria	3
Nitrospirae	776502
Verrucomicrobia	1294317
Chlamydiae	17
Caldiserica	4
Armatimonadetes	2
Bacteroidetes	1423968
Chlorobi	258935
Ignavibacteriae	1
Elusimicrobia	129432
Acidobacteria	6471325
Gemmatimonadetes	258849
Aquificae	10
Chloroflexi	1423580
Thermotogae	12
Deferribacteres	5
Chrysiogenetes	5
Thermodesulfobacteria	3
Actinobacteria	1812015
Planctomycetes	1812005
Spirochaetes	832562
Synergistetes	2
Tenericutes	719
Crenarchaeota	776561
Euryarchaeota	1036710
Thaumarchaeota	7
