Abiotrophia	0
Acaryochloris	38680
Acetobacter	27234
Acetobacterium	5518
Acetohalobium	0
Acholeplasma	24
Achromobacter	176
Acidaminococcus	0
Acidianus	4312
Acidilobus	2752
Acidimicrobium	0
Acidiphilium	2
Acidithiobacillus	5510
Acidobacterium	309598
Acidothermus	9446
Acidovorax	12124
Aciduliprofundum	1144
Acinetobacter	7214
Actinobacillus	68
Actinomyces	12
Actinoplanes	24
Actinospica	0
Actinosynnema	16
Adhaeribacter	22270
Aerococcus	2500
Aeromicrobium	4
Aeromonas	310
Aeropyrum	3194
Aggregatibacter	4308
Agreia	0
Agrobacterium	118
Ahrensia	0
Akkermansia	174594
Alcanivorax	14
Algoriphagus	0
Alicycliphilus	126
Alicyclobacillus	0
Aliivibrio	32
Alistipes	23126
Alkaliflexus	0
Alkalilimnicola	0
Alkaliphilus	8
Allochromatium	6896
alpha	8
Alteromonadales	36
Alteromonas	64
Aminobacterium	0
Aminomonas	0
Ammonifex	0
Amycolatopsis	47046
Amycolicicoccus	20380
Anabaena	37704
Anaerobaculum	0
Anaerococcus	2
Anaerofustis	0
Anaerolinea	84566
Anaeromyxobacter	1362
Anaerostipes	26
Anaerotruncus	34
Anaplasma	3192
Anoxybacillus	3658
Aquifex	0
Arcanobacterium	6
Archaeoglobus	2
Arcobacter	2110
Aromatoleum	8560
Arthrobacter	48
Aster	0
Asticcacaulis	4812
Atopobium	5000
Aurantimonas	28
Azoarcus	2
Azorhizobium	10950
Azospirillum	6506
Azotobacter	12
Bacillus	34648
Bacteriovorax	6672
Bacteroides	90426
Bacteroidetes	0
Bartonella	4464
Baumannia	2
Bdellovibrio	7434
Beggiatoa	0
Beijerinckia	8306
beta	0
Beutenbergia	20062
Bifidobacterium	24516
Bilophila	0
Blastococcus	22
Blastopirellula	0
Blattabacterium	0
Blautia	18
Bordetella	37432
Borrelia	0
Brachybacterium	8
Brachyspira	0
Bradyrhizobium	282126
Brevibacillus	9098
Brevibacterium	28
Brevundimonas	2
Brucella	14732
Bryantella	2
Buchnera	0
Bulleidia	0
Burkholderia	15520
Burkholderiales	0
Butyrivibrio	4790
Caldanaerobius	0
Caldicellulosiruptor	4070
Caldilinea	128434
Caldisericum	0
Calditerrivibrio	0
Caldithrix	0
Caldivirga	4140
Calothrix	20
Caminibacter	0
Campylobacter	1710
Campylobacterales	6
Candidatus_Accumulibacter	10256
Candidatus_Amoebophilus	0
Candidatus_Arthromitus	0
Candidatus_Azobacteroides	0
Candidatus_Blochmannia	0
Candidatus_Carsonella	0
Candidatus_Chloracidobacterium	182410
Candidatus_Desulforudis	2896
Candidatus_Hamiltonella	0
Candidatus_Hodgkinia	0
Candidatus_Korarchaeum	0
Candidatus_Koribacter	442940
Candidatus_Liberibacter	1808
Candidatus_Midichloria	0
Candidatus_Moranella	0
Candidatus_Nitrospira	40546
Candidatus_Pelagibacter	1998
Candidatus_Phytoplasma	0
Candidatus_Protochlamydia	0
Candidatus_Puniceispirillum	5166
Candidatus_Rickettsia	4912
Candidatus_Riesia	0
Candidatus_Ruthia	0
Candidatus_Solibacter	824072
Candidatus_Sulcia	0
Candidatus_Tremblaya	0
Candidatus_Vesicomyosocius	0
Candidatus_Zinderia	0
Capnocytophaga	0
Carboxydibrachium	148
Carboxydothermus	0
Cardiobacterium	0
Carnobacterium	8
Catenibacterium	0
Catenulispora	48098
Catonella	6
Caulobacter	15986
Cellulomonas	17356
Cellulophaga	32850
Cellvibrio	9204
Cenarchaeum	0
Chelativorans	8884
Chitinophaga	64426
Chlamydia	0
Chlamydophila	0
Chlorobaculum	27254
Chlorobium	25338
Chloroflexus	264830
Chloroherpeton	41636
Chromobacterium	6
Chromohalobacter	0
Chryseobacterium	66
Citreicella	4
Citrobacter	554
Clavibacter	14378
Cloacibacillus	0
Clostridiales	14
Clostridium	0
Collimonas	10648
Collinsella	6
Colwellia	10966
Comamonas	10996
Conexibacter	28216
Congregibacter	2
Coprococcus	2102
Coprothermobacter	1430
Coraliomargarita	255446
Corallococcus	21490
Coriobacterium	0
Corynebacterium	26612
Coxiella	3274
Croceibacter	4
Cronobacter	19664
Cryptobacterium	0
Cryptosporangium	6
Cupriavidus	294
Cyanobacterium	5610
Cyanobium	38
Cyanothece	28178
Cyclobacterium	42888
Cytophaga	29358
