Abiotrophia	2
Acaryochloris	11852
Acetobacter	20806
Acetobacterium	13356
Acetohalobium	0
Acholeplasma	48
Achromobacter	282
Acidaminococcus	0
Acidianus	12228
Acidilobus	7754
Acidimicrobium	0
Acidiphilium	0
Acidithiobacillus	4162
Acidobacterium	420036
Acidothermus	4550
Acidovorax	9246
Aciduliprofundum	8290
Acinetobacter	5800
Actinobacillus	56
Actinomyces	2
Actinoplanes	22
Actinospica	0
Actinosynnema	6
Adhaeribacter	61366
Aerococcus	5894
Aeromicrobium	6
Aeromonas	270
Aeropyrum	9048
Aggregatibacter	3310
Agreia	0
Agrobacterium	32
Ahrensia	0
Akkermansia	161270
Alcanivorax	14
Algoriphagus	0
Alicycliphilus	86
Alicyclobacillus	0
Aliivibrio	124
Alistipes	23416
Alkaliflexus	0
Alkalilimnicola	0
Alkaliphilus	38
Allochromatium	5282
alpha	8
Alteromonadales	4
Alteromonas	92
Aminobacterium	0
Aminomonas	0
Ammonifex	0
Amycolatopsis	23312
Amycolicicoccus	10182
Anabaena	11538
Anaerobaculum	0
Anaerococcus	0
Anaerofustis	0
Anaerolinea	61434
Anaeromyxobacter	1024
Anaerostipes	40
Anaerotruncus	56
Anaplasma	2362
Anoxybacillus	9100
Aquifex	0
Arcanobacterium	10
Archaeoglobus	2
Arcobacter	1616
Aromatoleum	6564
Arthrobacter	12
Aster	0
Asticcacaulis	3670
Atopobium	2444
Aurantimonas	2
Azoarcus	2
Azorhizobium	8390
Azospirillum	4976
Azotobacter	16
Bacillus	34262
Bacteriovorax	5136
Bacteroides	91482
Bacteroidetes	0
Bartonella	3340
Baumannia	0
Bdellovibrio	5698
Beggiatoa	0
Beijerinckia	6360
beta	0
Beutenbergia	10034
Bifidobacterium	12002
Blastococcus	10
Blastopirellula	0
Blattabacterium	0
Blautia	18
Bordetella	28668
Borrelia	0
Brachybacterium	2
Brachyspira	0
Bradyrhizobium	50742
Brevibacillus	22036
Brevibacterium	26
Brevundimonas	2
Brucella	50194
Bryantella	16
Buchnera	0
Bulleidia	0
Burkholderia	50436
Burkholderiales	0
Butyrivibrio	11518
Caldanaerobius	0
Caldicellulosiruptor	9832
Caldilinea	93422
Caldisericum	0
Calditerrivibrio	0
Caldithrix	0
Caldivirga	11670
Calothrix	0
Caminibacter	4
Campylobacter	5792
Campylobacterales	6
Candidatus_Accumulibacter	7922
Candidatus_Amoebophilus	0
Candidatus_Arthromitus	0
Candidatus_Azobacteroides	0
Candidatus_Blochmannia	0
Candidatus_Carsonella	0
Candidatus_Chloracidobacterium	247434
Candidatus_Desulforudis	6900
Candidatus_Hamiltonella	2
Candidatus_Hodgkinia	0
Candidatus_Korarchaeum	0
Candidatus_Koribacter	601352
Candidatus_Liberibacter	1342
Candidatus_Midichloria	0
Candidatus_Moranella	4
Candidatus_Nitrospira	225140
Candidatus_Pelagibacter	1468
Candidatus_Phytoplasma	0
Candidatus_Protochlamydia	0
Candidatus_Puniceispirillum	3928
Candidatus_Rickettsia	17086
Candidatus_Riesia	0
Candidatus_Ruthia	0
Candidatus_Solibacter	1117542
Candidatus_Sulcia	0
Candidatus_Tremblaya	0
Candidatus_Vesicomyosocius	0
Candidatus_Zinderia	0
Capnocytophaga	0
Carboxydibrachium	396
Carboxydothermus	6
Cardiobacterium	0
Carnobacterium	20
Catenibacterium	2
Catenulispora	23942
Catonella	2
Caulobacter	12290
